date,ndvi_mean,ndvi_min,ndvi_max,ndre_mean,ndre_min,ndre_max,msavi_mean,msavi_min,msavi_max,reci_mean,reci_min,reci_max,evi_mean,evi_min,evi_max,cab_mean,cab_min,cab_max
4/1/2022,0.17729199,0.090844065,0.244227201,0.144262502,0.066713311,0.19779332,0.677234137,0.590791238,0.74416449,0.434848608,0.199842647,0.646297932,-3.25662101,-8.422763381,2.70625,-525.5846625,-1279.963631,557.7796159
4/6/2022,0.112637665,0.027357198,0.217081845,0.104791034,-0.001010803,0.204326913,0.612600922,0.527322933,0.717026379,0.263508251,0.05625334,0.554545462,0.849294991,-4.508818685,175.9520124,909.5464375,-737.3445123,146798.5589
4/11/2022,0.088405887,0.054468654,0.130744755,0.079532424,0.05147817,0.121252291,0.588370001,0.554437837,0.630704602,0.195085121,0.115212791,0.300820142,-2.286017939,-17.5974026,9.170984456,-321.1067461,-2110.966747,2042.956711
4/16/2022,0.062186706,0.045205235,0.097054064,0.052852939,0.03585276,0.089016043,0.562158834,0.545181123,0.597015413,0.132833766,0.094691023,0.214972064,-1.159832441,-110.6666667,34.45783133,2451.035163,-1712.328041,24401.08467
4/21/2022,0.08908472,0.071208894,0.099434495,0.071986036,0.058438521,0.081971012,0.589050018,0.571175114,0.599399187,0.195688989,0.153336734,0.22082679,-0.730218034,-0.797270955,-0.649758854,-106.7543644,-118.8615911,-92.19014422
4/26/2022,0.188993161,0.089762688,0.268728733,0.145830621,0.077777781,0.207932577,0.688919394,0.589695082,0.768660028,0.473824212,0.197229221,0.734963298,36.87208881,-40.84138439,890.8333333,136785.6505,-1547.438146,3079871.426
5/1/2022,0.270287526,0.146300167,0.327892125,0.208566933,0.114985943,0.247125477,0.770217645,0.646235801,0.827818682,0.747429051,0.342743814,0.975712776,-4.987536638,-21.52014652,64.21800239,-188.7474638,-2277.614165,27204.85943
5/6/2022,0.270317859,0.164706945,0.309379846,0.2051724,0.129329845,0.234125689,0.770251142,0.66464729,0.809309958,0.745245707,0.394369274,0.895947993,-5.36079453,-12.84836066,-3.424928966,-856.5040845,-1757.993458,-567.1872854
5/11/2022,0.017445721,0.006117479,0.024462128,0.014118942,0.001060196,0.023389461,0.517430516,0.50610245,0.524446671,0.035560729,0.012310266,0.050151058,-0.127959181,-0.167028898,-0.054244786,3.440890468,-3.791308703,17.10865675
5/16/2022,0.00430965,0.000182138,0.009316009,0.016526949,0.011171127,0.023715539,0.504294216,0.500166955,0.509300401,0.008666896,0.000364343,0.018807227,-0.044040681,-0.08037225,-0.00212585,19.00570486,12.25867602,26.79834908
5/21/2022,0.129094817,0.088109061,0.297503173,0.099393088,0.073296256,0.228529468,0.629060978,0.588084319,0.797446929,0.300338149,0.19324474,0.846987963,0.948194213,-41.04575163,77.19551282,1017.771902,-2167.259879,36280.2485
5/26/2022,0.266266772,0.117923267,0.356717974,0.198611386,0.088603221,0.25163269,0.766199993,0.617868526,0.856643051,0.740246613,0.267376453,1.109056473,21.3434905,-176.5686275,558.0555556,64342.64452,159.2665957,1247449.893
5/31/2022,0.178487781,0.138050467,0.222699091,0.151395459,0.119630039,0.192574114,0.678441802,0.638011009,0.722641659,0.436597945,0.32032147,0.573006153,-1.443624162,-56.66666667,71.48802957,1728.284278,-2093.782493,32214.32637
6/5/2022,0.069544515,0.057373654,0.085282706,0.061217523,0.046015937,0.075062513,0.569515442,0.557344794,0.585252006,0.14955557,0.12173149,0.186467886,-0.49764174,-0.756874839,-0.429366231,-64.50753804,-111.5735187,-52.04354881
6/10/2022,0.253907891,0.176249787,0.29705143,0.206222694,0.148808539,0.244458511,0.753846949,0.676192101,0.796988944,0.684277217,0.427920461,0.845158398,-1.8058261,-47.95940171,82.81639929,2554.268772,-2290.319421,40631.04216
6/15/2022,0.319520665,0.087452471,0.439237088,0.242315547,0.07089366,0.323588938,0.8194461,0.587378026,0.93916055,0.988234053,0.191666663,1.566569805,-4.494675423,-66.68571429,158.8690476,5174.280681,-2276.646284,122293.0122
6/20/2022,0.078085191,0.049128991,0.116443992,0.084325802,0.059204806,0.122558646,0.578058728,0.549107494,0.616412313,0.170184935,0.10333471,0.263580322,-0.845295667,-1.503787879,-0.577267154,-127.341965,-244.3902276,-79.02446803
6/25/2022,0.153087318,0.123475432,0.166624904,0.126651616,0.10159453,0.141002521,0.653047345,0.623439224,0.666583151,0.361979057,0.281738669,0.399879724,-2.37891439,-4.944186047,-1.442996743,-393.0003112,-803.2658447,-233.7334559
6/30/2022,0.146790762,0.063606821,0.186759919,0.128519067,0.061715484,0.172439203,0.646724995,0.563547768,0.686695889,0.345886107,0.135854974,0.459298402,-0.648185225,-0.87662989,-0.344886511,-91.87170746,-133.1442499,-36.56019329
7/5/2022,0.008313371,0.00096605,0.013831165,0.024703534,0.0184264,0.031042129,0.508295992,0.500948767,0.51381366,0.016782697,0.001933969,0.028050298,-0.074725534,-0.11742249,-0.010198135,13.3082009,5.38972108,25.29628458
7/10/2022,0.006485168,-0.004120327,0.019558361,0.024461493,0.01323036,0.037717994,0.506468944,0.495864311,0.519541109,0.013125955,-0.008206837,0.039897043,-0.065615679,-0.166687245,0.052288035,15.00848392,-3.728138287,36.9359936
7/15/2022,0.010452026,0.000433839,0.032562278,0.023548081,0.011898108,0.039793603,0.510432564,0.500415748,0.532538588,0.021209755,0.000868056,0.067316532,-0.085247994,-0.196288748,-0.004475608,11.36286944,-9.198174914,26.36106445
7/20/2022,0.033228344,0.030088495,0.037230898,0.042644156,0.040006768,0.045973096,0.533205894,0.530066158,0.537208223,0.068748578,0.062043797,0.077341281,-0.247310607,-0.27021967,-0.227899724,-18.61096012,-22.83170095,-15.03243507
7/25/2022,0.173243334,0.042595785,0.277397275,0.142971835,0.005158884,0.253145605,0.673189891,0.542558328,0.777336758,0.429169482,0.08898183,0.767772496,-0.849141138,-4.908574314,1.749819234,-124.431121,-797.8825731,364.1170323
7/30/2022,0.182409157,0.103928395,0.301571041,0.150008674,0.080291972,0.229074165,0.682330043,0.603853325,0.801502604,0.452296601,0.231964484,0.863569677,-4.851337515,-339.6153846,29.56422018,4028.413774,-2256.389991,360340.6733
8/4/2022,-0.005216868,-0.008392734,0.002772964,0.004370086,0.00121563,0.013708179,0.494768921,0.491593137,0.502758441,-0.010373057,-0.016645765,0.005561349,0.043934674,-0.020675396,0.07339634,35.37919608,23.34742357,40.87445479
8/9/2022,0.000145865,-0.021604043,0.011963256,0.011214466,-0.013410634,0.026936209,0.500132362,0.478382067,0.511949585,0.00034732,-0.042294357,0.024216216,0.056016254,-0.130522339,2.676530511,37.77202154,2.963480061,551.6634111
8/14/2022,0.267389169,0.161801502,0.356052428,0.205096964,0.121465333,0.265011281,0.767322425,0.661732513,0.855986431,0.737046236,0.386069655,1.105842948,-3.275699505,-160.1754386,141.3076923,12548.71997,-2172.396293,99649.66057
8/19/2022,0.087324201,0.054190215,0.118196368,0.079819734,0.055762738,0.10777007,0.587290475,0.554165939,0.618155139,0.191979664,0.114590101,0.268078655,-1.178406291,-4.636773271,-0.62207763,-186.5319195,-756.8594481,-87.16733443
8/24/2022,0.014875967,-0.001635426,0.080633007,0.022748525,0.010672146,0.071428575,0.514859652,0.498348901,0.580603836,0.030488401,-0.003265511,0.175409839,-0.216508884,-1.227380016,1.058051625,-12.56647114,-195.7166959,228.2313946
8/29/2022,0.14495176,0.118871994,0.169195533,0.12344346,0.101352222,0.145100236,0.644906118,0.618831597,0.669147642,0.339420238,0.26981777,0.4073053,-1.056614881,-1.223644578,-0.84758793,-165.3450974,-195.0550684,-127.9227765
9/3/2022,0.32742293,0.124488123,0.414625853,0.242620437,0.085161038,0.31799534,0.827347908,0.624424199,0.914548083,0.99028914,0.284377933,1.416618228,-230.9171924,-8140,190.1351351,6359229.116,-2331.197505,241790245.3
9/8/2022,-0.005591762,-0.007848444,-0.002435164,0.01839598,0.016541352,0.021297796,0.494393213,0.492136756,0.497549691,-0.011119538,-0.015574651,-0.004858496,0.042449153,0.01789549,0.060093919,35.10155562,30.52592041,38.39206124
9/13/2022,0.071083003,0.064924784,0.085205458,0.055948937,0.048788067,0.070035636,0.571060271,0.564902419,0.585181555,0.153077793,0.138865367,0.186283261,-0.553873371,-0.580979164,-0.482716187,-74.76608024,-79.69956887,-61.79447147
9/18/2022,0.211357405,0.143336385,0.247514695,0.167777955,0.117936485,0.19946976,0.711305308,0.643287337,0.747460462,0.537183612,0.334638655,0.657859266,-3.55120468,-8.196616378,-1.681557255,-585.4843604,-1251.671649,-275.3977022
9/23/2022,0.276425429,0.047386236,0.367004424,0.203626448,0.042973515,0.271456331,0.776360713,0.547334775,0.866935803,0.778279528,0.099486776,1.159579754,3.532005555,0.72870806,86.05092593,784.844987,164.7724935,43309.50048
9/28/2022,0.087328886,0.080396533,0.091715671,0.073492488,0.065956578,0.077785708,0.5872986,0.580366414,0.59168515,0.191376724,0.174850449,0.201953664,-0.675614566,-0.74469934,-0.590230293,-96.87374906,-109.3745233,-81.38162126
10/3/2022,0.078374461,0.076157674,0.082416005,0.062744831,0.059245285,0.06518463,0.578346795,0.576130112,0.582388131,0.170081522,0.164871588,0.17963697,-0.54865271,-0.576768489,-0.521772739,-73.81663197,-78.9337702,-68.91969551
10/8/2022,0.112828931,0.078937136,0.125594556,0.101732635,0.073925942,0.11342828,0.612788979,0.578899618,0.625554342,0.254479853,0.171404451,0.28726846,-0.706786564,-0.817274142,-0.496899478,-102.5117157,-122.4660325,-64.38327443
10/13/2022,0.083063717,0.035954688,0.134807006,0.080749119,0.038939655,0.12399321,0.583034729,0.53593269,0.634770658,0.182877684,0.074591279,0.311622977,-0.828924877,-1.546471269,-0.340878469,-124.3135473,-251.856468,-35.82430295
10/18/2022,0.253469271,0.081932776,0.348963857,0.212472668,0.08654999,0.28581652,0.753414715,0.581904989,0.848899645,0.696023868,0.1784897,1.072026014,-2.735634961,-5.607549121,-0.616672382,-446.5877536,-901.0296601,-86.18588928
10/23/2022,0.355333826,0.172850057,0.435368478,0.262109999,0.124037355,0.323515862,0.855259886,0.672792546,0.935290693,1.119842539,0.417941302,1.542133212,-31.41217534,-346.4272031,41.49553571,18140.30658,-2330.281922,376803.0637
10/28/2022,0.181676933,0.075589791,0.254482955,0.153153671,0.068132922,0.215410918,0.681607407,0.57552052,0.754412851,0.446138754,0.16354166,0.682701886,-0.622860666,-1.009955829,-0.19204893,-87.23722211,-157.0355182,-8.415097277
